,DataSet,TotalFeat,Range,Round 1,Round 2,Round 3,Average
6662,CS,6805,6662,0.913849509,0.918756816,0.901308615,0.91130498
2523,CS,6805,2523,0.908942203,0.911668484,0.906215921,0.908942203
4346,CS,6805,4346,0.92257361,0.906761178,0.910577972,0.913304253
5857,CS,6805,5857,0.919847328,0.905125409,0.906761178,0.910577972
2829,CS,6805,2829,0.912758997,0.911123228,0.911668484,0.911850236
3238,CS,6805,3238,0.919302072,0.918756816,0.911123228,0.916394039
6606,CS,6805,6606,0.90785169,0.910577972,0.909487459,0.909305707
8078,CS,6805,8078,0.894388034,0.75205845,0.902743922,0.849730135
136,CS,6805,136,0.907306434,0.910577972,0.914394766,0.910759724
3315,CS,6805,3315,0.914940022,0.910032715,0.907306434,0.910759724
5970,CS,6805,5970,0.906761178,0.906761178,0.916030534,0.909850963
3040,CS,6805,3040,0.904034896,0.912758997,0.901853871,0.906215921
6590,CS,6805,6590,0.904580153,0.920392585,0.906215921,0.91039622
3323,CS,6805,3323,0.910577972,0.908396947,0.910032715,0.909669211
4873,CS,6805,4873,0.911668484,0.90348964,0.913849509,0.909669211
1760,CS,6805,1760,0.910577972,0.908942203,0.911123228,0.910214467
6979,CS,6805,6979,0.907752796,0.885690298,0.910032279,0.901158458
838,CS,6805,838,0.913304253,0.916030534,0.907306434,0.91221374
6142,CS,6805,6142,0.904034896,0.910577972,0.917666303,0.910759724
747,CS,6805,747,0.906761178,0.908942203,0.912758997,0.909487459
5797,CS,6805,5797,0.901853871,0.917121047,0.902399128,0.907124682
6244,CS,6805,6244,0.909487459,0.910032715,0.902399128,0.907306434
1611,CS,6805,1611,0.909487459,0.904034896,0.904580153,0.906034169
20,CS,6805,20,0.916575791,0.917666303,0.905125409,0.913122501
1781,CS,6805,1781,0.908942203,0.918756816,0.902944384,0.910214467
899,CS,6805,899,0.906761178,0.908396947,0.902399128,0.905852417
4218,CS,6805,4218,0.914394766,0.906215921,0.911123228,0.910577972
577,CS,6805,577,0.91221374,0.904580153,0.90785169,0.908215194
7695,CS,6805,7695,0.899045636,0.798628966,0.905283904,0.867652835
6614,CS,6805,6614,0.908396947,0.908396947,0.911668484,0.909487459
3773,CS,6805,3773,0.913304253,0.912758997,0.90348964,0.909850963
4188,CS,6805,4188,0.915485278,0.912758997,0.907306434,0.911850236
6407,CS,6805,6407,0.912758997,0.921483097,0.906215921,0.913486005
3731,CS,6805,3731,0.910032715,0.910032715,0.91221374,0.910759724
5607,CS,6805,5607,0.908396947,0.914394766,0.912758997,0.911850236
3263,CS,6805,3263,0.91221374,0.907306434,0.914940022,0.911486732
5897,CS,6805,5897,0.911668484,0.911668484,0.906215921,0.909850963
828,CS,6805,828,0.911123228,0.907306434,0.901853871,0.906761178
5036,CS,6805,5036,0.914394766,0.913304253,0.910032715,0.912577245
6962,CS,6805,6962,0.907959531,0.887757396,0.910145019,0.901953982
6326,CS,6805,6326,0.91221374,0.905125409,0.904034896,0.907124682
3497,CS,6805,3497,0.912758997,0.910577972,0.914940022,0.912758997
1294,CS,6805,1294,0.92257361,0.914394766,0.904034896,0.913667757
462,CS,6805,462,0.91221374,0.925299891,0.91221374,0.916575791
4202,CS,6805,4202,0.905125409,0.908396947,0.918756816,0.910759724
2623,CS,6805,2623,0.910032715,0.908942203,0.914940022,0.91130498
6399,CS,6805,6399,0.909487459,0.913849509,0.916575791,0.913304253
948,CS,6805,948,0.919302072,0.904580153,0.916030534,0.913304253
977,CS,6805,977,0.911123228,0.905125409,0.911123228,0.909123955
5312,CS,6805,5312,0.90785169,0.913849509,0.914940022,0.91221374
4660,CS,6805,4660,0.912758997,0.911668484,0.918211559,0.914213013
137,CS,6805,137,0.909487459,0.916030534,0.900763359,0.908760451
5530,CS,6805,5530,0.90785169,0.904580153,0.914940022,0.909123955
5293,CS,6805,5293,0.906761178,0.91221374,0.908942203,0.909305707
1050,CS,6805,1050,0.917121047,0.912758997,0.908396947,0.912758997
4710,CS,6805,4710,0.908396947,0.914940022,0.90348964,0.908942203
7856,CS,6805,7856,0.897087741,0.779052326,0.904216183,0.86011875
688,CS,6805,688,0.906761178,0.91221374,0.904034896,0.907669938
1673,CS,6805,1673,0.905670665,0.914940022,0.914940022,0.911850236
5384,CS,6805,5384,0.904034896,0.907306434,0.913304253,0.908215194
1552,CS,6805,1552,0.909487459,0.911123228,0.920392585,0.913667757
2130,CS,6805,2130,0.90785169,0.919847328,0.909487459,0.912395493
6531,CS,6805,6531,0.913849509,0.911668484,0.90785169,0.911123228
3973,CS,6805,3973,0.908396947,0.911668484,0.907306434,0.909123955
4776,CS,6805,4776,0.91221374,0.905670665,0.910032715,0.909305707
1273,CS,6805,1273,0.910032715,0.913849509,0.914394766,0.912758997
1606,CS,6805,1606,0.913849509,0.908396947,0.91221374,0.911486732
1347,CS,6805,1347,0.907306434,0.909487459,0.909487459,0.908760451
1386,CS,6805,1386,0.897491821,0.909487459,0.915485278,0.907488186
